일자	축제 명	성별	연령대	현지인 관광객 수(성별_연령)	외지인 관광객 수(성별_연령)	국적명	외국인 관광객 수(국적)	시간대	현지인 관광객 수(시간대)	외지인 관광객 수(시간대)	외국인 관광객 수(시간대)
2019-10-17	영동대한민국와인축제	남자	30대	126	140						
2019-10-17	영동대한민국와인축제	남자	40대	372	81						
2019-10-17	영동대한민국와인축제	남자	50대	408	66						
2019-10-17	영동대한민국와인축제	남자	60대	302	54						
2019-10-17	영동대한민국와인축제	남자	70대이상	139	3						
2019-10-17	영동대한민국와인축제	여자	10대	227	11						
2019-10-17	영동대한민국와인축제	여자	10대이하	31	0						
2019-10-17	영동대한민국와인축제	여자	20대	177	47						
2019-10-17	영동대한민국와인축제	여자	30대	185	13						
2019-10-17	영동대한민국와인축제	여자	40대	449	70						
2019-10-17	영동대한민국와인축제	여자	50대	461	90						
2019-10-17	영동대한민국와인축제	여자	60대	155	28						
2019-10-17	영동대한민국와인축제	여자	70대이상	115	8						
2019-10-17	영동대한민국와인축제							새벽	186	137	0
2019-10-17	영동대한민국와인축제							야간	257	66	0
2019-10-17	영동대한민국와인축제							오전	496	121	0
2019-10-17	영동대한민국와인축제							오후	1042	142	0
2019-10-17	영동대한민국와인축제							저녁	867	82	0
2019-10-17	영동대한민국와인축제							점심	645	131	0
2019-10-18	영동대한민국와인축제	남자	10대	192	16						
2019-10-18	영동대한민국와인축제	남자	10대이하	20	1						
2019-10-18	영동대한민국와인축제	남자	20대	151	80						
2019-10-18	영동대한민국와인축제	남자	30대	160	117						
2019-10-18	영동대한민국와인축제	남자	40대	323	101						
2019-10-18	영동대한민국와인축제	남자	50대	315	146						
2019-10-18	영동대한민국와인축제	남자	60대	278	43						
2019-10-18	영동대한민국와인축제	남자	70대이상	131	11						
2019-10-18	영동대한민국와인축제	여자	10대	221	16						
2019-10-18	영동대한민국와인축제	여자	10대이하	29	0						
2019-10-18	영동대한민국와인축제	여자	20대	139	37						
2019-10-18	영동대한민국와인축제	여자	30대	183	41						
2019-10-18	영동대한민국와인축제	여자	40대	461	64						
2019-10-18	영동대한민국와인축제	여자	50대	457	63						
2019-10-18	영동대한민국와인축제	여자	60대	203	37						
2019-10-18	영동대한민국와인축제	여자	70대이상	153	5						
2019-10-18	영동대한민국와인축제							새벽	248	161	0
2019-10-18	영동대한민국와인축제							야간	256	68	0
2019-10-18	영동대한민국와인축제							오전	437	113	0
2019-10-18	영동대한민국와인축제							오후	998	144	0
2019-10-18	영동대한민국와인축제							저녁	829	163	0
2019-10-18	영동대한민국와인축제							점심	648	129	0
2019-10-19	영동대한민국와인축제	남자	10대	265	69						
2019-10-19	영동대한민국와인축제	남자	10대이하	6	1						
2019-10-19	영동대한민국와인축제	남자	20대	161	177						
2019-10-19	영동대한민국와인축제	남자	30대	157	109						
2019-10-19	영동대한민국와인축제	남자	40대	302	181						
2019-10-19	영동대한민국와인축제	남자	50대	350	172						
2019-10-19	영동대한민국와인축제	남자	60대	274	42						
2019-10-19	영동대한민국와인축제	남자	70대이상	72	16						
2019-10-19	영동대한민국와인축제	여자	10대	326	15						
2019-10-19	영동대한민국와인축제	여자	10대이하	5	5						
2019-10-19	영동대한민국와인축제	여자	20대	136	69						
2019-10-19	영동대한민국와인축제	여자	30대	130	40						
2019-10-19	영동대한민국와인축제	여자	40대	383	157						
2019-10-19	영동대한민국와인축제	여자	50대	421	150						
2019-10-19	영동대한민국와인축제	여자	60대	182	60						
2019-10-19	영동대한민국와인축제	여자	70대이상	103	12						
2019-10-19	영동대한민국와인축제							새벽	246	163	0
2019-10-19	영동대한민국와인축제							야간	266	138	0
2019-10-19	영동대한민국와인축제							오전	479	184	0
2019-10-19	영동대한민국와인축제							오후	884	288	0
2019-10-19	영동대한민국와인축제							저녁	761	268	0
2019-10-19	영동대한민국와인축제							점심	637	234	0
2019-10-20	영동대한민국와인축제	남자	10대	225	70						
2019-10-20	영동대한민국와인축제	남자	10대이하	8	0						
2019-10-20	영동대한민국와인축제	남자	20대	143	179						
2019-10-20	영동대한민국와인축제	남자	30대	149	48						
2019-10-20	영동대한민국와인축제	남자	40대	285	100						
2019-10-20	영동대한민국와인축제	남자	50대	342	107						
2019-10-20	영동대한민국와인축제	남자	60대	218	56						
2019-10-20	영동대한민국와인축제	남자	70대이상	68	1						
2019-10-20	영동대한민국와인축제	여자	10대	254	15						
2019-10-20	영동대한민국와인축제	여자	10대이하	15	4						
2019-10-20	영동대한민국와인축제	여자	20대	102	31						
2019-10-20	영동대한민국와인축제	여자	30대	125	32						
2019-10-20	영동대한민국와인축제	여자	40대	268	135						
2019-10-20	영동대한민국와인축제	여자	50대	296	81						
2019-10-20	영동대한민국와인축제	여자	60대	98	12						
2019-10-20	영동대한민국와인축제	여자	70대이상	84	4						
2019-10-20	영동대한민국와인축제							새벽	288	232	0
2019-10-20	영동대한민국와인축제							야간	195	56	0
2019-10-20	영동대한민국와인축제							오전	342	177	0
2019-10-20	영동대한민국와인축제							오후	779	155	0
2019-10-20	영동대한민국와인축제							저녁	531	98	0
2019-10-20	영동대한민국와인축제							점심	545	157	0
2019-10-21	영동대한민국와인축제	남자	10대	266	4						
2019-10-21	영동대한민국와인축제	남자	10대이하	22	0						
2019-10-21	영동대한민국와인축제	남자	20대	115	61						
2019-10-21	영동대한민국와인축제	남자	30대	159	40						
2019-10-21	영동대한민국와인축제	남자	40대	329	84						
2019-10-21	영동대한민국와인축제	남자	50대	381	68						
2019-10-21	영동대한민국와인축제	남자	60대	259	37						
2019-10-21	영동대한민국와인축제	남자	70대이상	137	11						
2019-10-21	영동대한민국와인축제	여자	10대	274	2						
2019-10-21	영동대한민국와인축제	여자	10대이하	41	0						
2019-10-21	영동대한민국와인축제	여자	20대	145	22						
2019-10-21	영동대한민국와인축제	여자	30대	201	12						
2019-10-21	영동대한민국와인축제	여자	40대	412	94						
2019-10-21	영동대한민국와인축제	여자	50대	518	50						
2019-10-21	영동대한민국와인축제	여자	60대	191	32						
2019-10-21	영동대한민국와인축제	여자	70대이상	129	7						
2019-10-21	영동대한민국와인축제							새벽	216	93	0
2019-10-21	영동대한민국와인축제							야간	261	68	0
2019-10-21	영동대한민국와인축제							오전	441	92	0
2019-10-21	영동대한민국와인축제							오후	1223	123	0
2019-10-21	영동대한민국와인축제							저녁	758	69	0
2019-10-21	영동대한민국와인축제							점심	680	79	0
2019-01-10	제천얼음축제	남자	10대	13	0						
2019-01-10	제천얼음축제	남자	10대이하	3	2						
2019-01-10	제천얼음축제	남자	20대	107	30						
2019-01-10	제천얼음축제	남자	30대	80	49						
2019-01-10	제천얼음축제	남자	40대	65	81						
2019-01-10	제천얼음축제	남자	50대	121	67						
2019-01-10	제천얼음축제	남자	60대	154	51						
2019-01-10	제천얼음축제	남자	70대이상	54	21						
2019-01-10	제천얼음축제	여자	10대	25	8						
2019-01-10	제천얼음축제	여자	20대	82	29						
2019-01-10	제천얼음축제	여자	30대	84	28						
2019-01-10	제천얼음축제	여자	40대	81	66						
2019-01-10	제천얼음축제	여자	50대	148	64						
2019-01-10	제천얼음축제	여자	60대	75	38						
2019-01-10	제천얼음축제	여자	70대이상	15	15						
2019-01-10	제천얼음축제					미국	1				
2019-01-10	제천얼음축제							새벽	41	0	0
2019-01-10	제천얼음축제							야간	71	4	0
2019-01-10	제천얼음축제							오전	154	14	0
2019-01-10	제천얼음축제							오후	287	191	1
2019-01-10	제천얼음축제							저녁	210	79	0
2019-01-10	제천얼음축제							점심	344	261	0
2019-01-11	제천얼음축제	남자	10대	10	39						
2019-01-11	제천얼음축제	남자	10대이하	2	6						
2019-01-11	제천얼음축제	남자	20대	141	54						
2019-01-11	제천얼음축제	남자	30대	66	36						
2019-01-11	제천얼음축제	남자	40대	84	77						
2019-01-11	제천얼음축제	남자	50대	108	102						
2019-01-11	제천얼음축제	남자	60대	121	34						
2019-01-11	제천얼음축제	남자	70대이상	74	21						
2019-01-11	제천얼음축제	여자	10대	22	12						
2019-01-11	제천얼음축제	여자	10대이하	0	4						
2019-01-11	제천얼음축제	여자	20대	58	48						
2019-01-11	제천얼음축제	여자	30대	44	30						
2019-01-11	제천얼음축제	여자	40대	95	66						
2019-01-11	제천얼음축제	여자	50대	131	80						
2019-01-11	제천얼음축제	여자	60대	90	57						
2019-01-11	제천얼음축제	여자	70대이상	19	2						
2019-01-11	제천얼음축제					중국	3				
2019-01-11	제천얼음축제							새벽	68	2	0
2019-01-11	제천얼음축제							야간	38	51	0
2019-01-11	제천얼음축제							오전	159	27	0
2019-01-11	제천얼음축제							오후	351	265	0
2019-01-11	제천얼음축제							저녁	136	91	0
2019-01-11	제천얼음축제							점심	313	232	3
2019-01-12	제천얼음축제	남자	10대	42	56						
2019-01-12	제천얼음축제	남자	10대이하	4	4						
2019-01-12	제천얼음축제	남자	20대	182	176						
2019-01-12	제천얼음축제	남자	30대	153	220						
2019-01-12	제천얼음축제	남자	40대	153	199						
2019-01-12	제천얼음축제	남자	50대	155	182						
2019-01-12	제천얼음축제	남자	60대	157	122						
2019-01-12	제천얼음축제	남자	70대이상	91	28						
2019-01-12	제천얼음축제	여자	10대	31	51						
2019-01-12	제천얼음축제	여자	10대이하	0	4						
2019-01-12	제천얼음축제	여자	20대	66	151						
2019-01-12	제천얼음축제	여자	30대	99	193						
2019-01-12	제천얼음축제	여자	40대	118	218						
2019-01-12	제천얼음축제	여자	50대	195	262						
2019-01-12	제천얼음축제	여자	60대	186	79						
2019-01-12	제천얼음축제	여자	70대이상	34	12						
2019-01-12	제천얼음축제							새벽	61	14	0
2019-01-12	제천얼음축제							야간	58	54	0
2019-01-12	제천얼음축제							오전	204	90	0
2019-01-12	제천얼음축제							오후	717	974	0
2019-01-12	제천얼음축제							저녁	158	180	0
2019-01-12	제천얼음축제							점심	468	645	0
2019-01-13	제천얼음축제	남자	10대	43	32						
2019-01-13	제천얼음축제	남자	10대이하	9	2						
2019-01-13	제천얼음축제	남자	20대	196	185						
2019-01-13	제천얼음축제	남자	30대	155	217						
2019-01-13	제천얼음축제	남자	40대	178	255						
2019-01-13	제천얼음축제	남자	50대	143	247						
2019-01-13	제천얼음축제	남자	60대	249	130						
2019-01-13	제천얼음축제	남자	70대이상	55	26						
2019-01-13	제천얼음축제	여자	10대	29	42						
2019-01-13	제천얼음축제	여자	10대이하	9	10						
2019-01-13	제천얼음축제	여자	20대	90	141						
2019-01-13	제천얼음축제	여자	30대	138	177						
2019-01-13	제천얼음축제	여자	40대	177	251						
2019-01-13	제천얼음축제	여자	50대	218	223						
2019-01-13	제천얼음축제	여자	60대	185	172						
2019-01-13	제천얼음축제	여자	70대이상	24	22						
2019-01-13	제천얼음축제					홍콩	3				
2019-01-13	제천얼음축제							새벽	80	56	0
2019-01-13	제천얼음축제							야간	26	26	0
2019-01-13	제천얼음축제							오전	208	116	0
2019-01-13	제천얼음축제							오후	854	1124	0
2019-01-13	제천얼음축제							저녁	228	148	0
2019-01-13	제천얼음축제							점심	502	662	3
2019-01-14	제천얼음축제	남자	10대	11	10						
2019-01-14	제천얼음축제	남자	10대이하	2	0						
2019-01-14	제천얼음축제	남자	20대	101	85						
2019-01-14	제천얼음축제	남자	30대	67	22						
2019-01-14	제천얼음축제	남자	40대	70	50						
2019-01-14	제천얼음축제	남자	50대	87	53						
2019-01-14	제천얼음축제	남자	60대	104	20						
2019-01-14	제천얼음축제	남자	70대이상	40	2						
2019-01-14	제천얼음축제	여자	10대	30	6						
2019-01-14	제천얼음축제	여자	10대이하	0	2						
2019-01-14	제천얼음축제	여자	20대	83	35						
2019-01-14	제천얼음축제	여자	30대	28	18						
2019-01-14	제천얼음축제	여자	40대	77	16						
2019-01-14	제천얼음축제	여자	50대	161	34						
2019-01-14	제천얼음축제	여자	60대	71	83						
2019-01-14	제천얼음축제	여자	70대이상	7	0						
2019-01-14	제천얼음축제							새벽	61	32	0
2019-01-14	제천얼음축제							야간	60	22	0
2019-01-14	제천얼음축제							오전	132	59	0
2019-01-14	제천얼음축제							오후	279	120	0
2019-01-14	제천얼음축제							저녁	125	46	0
2019-01-14	제천얼음축제							점심	282	157	0
2019-01-15	제천얼음축제	남자	10대	6	4						
2019-01-15	제천얼음축제	남자	10대이하	2	2						
2019-01-15	제천얼음축제	남자	20대	130	79						
2019-01-15	제천얼음축제	남자	30대	57	24						
2019-01-15	제천얼음축제	남자	40대	64	79						
2019-01-15	제천얼음축제	남자	50대	85	55						
2019-01-15	제천얼음축제	남자	60대	143	40						
2019-01-15	제천얼음축제	남자	70대이상	48	20						
2019-01-15	제천얼음축제	여자	10대	26	14						
2019-01-15	제천얼음축제	여자	10대이하	0	2						
2019-01-15	제천얼음축제	여자	20대	56	40						
2019-01-15	제천얼음축제	여자	30대	27	18						
2019-01-15	제천얼음축제	여자	40대	95	56						
2019-01-15	제천얼음축제	여자	50대	119	62						
2019-01-15	제천얼음축제	여자	60대	87	96						
2019-01-15	제천얼음축제	여자	70대이상	16	12						
2019-01-15	제천얼음축제							새벽	57	33	0
2019-01-15	제천얼음축제							야간	36	21	0
2019-01-15	제천얼음축제							오전	152	67	0
2019-01-15	제천얼음축제							오후	204	182	0
2019-01-15	제천얼음축제							저녁	169	52	0
2019-01-15	제천얼음축제							점심	343	248	0
2019-01-16	제천얼음축제	남자	10대	13	10						
2019-01-16	제천얼음축제	남자	10대이하	0	4						
2019-01-16	제천얼음축제	남자	20대	134	82						
2019-01-16	제천얼음축제	남자	30대	92	23						
2019-01-16	제천얼음축제	남자	40대	74	67						
2019-01-16	제천얼음축제	남자	50대	118	41						
2019-01-16	제천얼음축제	남자	60대	152	34						
2019-01-16	제천얼음축제	남자	70대이상	62	11						
2019-01-16	제천얼음축제	여자	10대	35	15						
2019-01-16	제천얼음축제	여자	10대이하	0	4						
2019-01-16	제천얼음축제	여자	20대	62	79						
2019-01-16	제천얼음축제	여자	30대	41	24						
2019-01-16	제천얼음축제	여자	40대	93	83						
2019-01-16	제천얼음축제	여자	50대	124	41						
2019-01-16	제천얼음축제	여자	60대	121	73						
2019-01-16	제천얼음축제	여자	70대이상	11	13						
2019-01-16	제천얼음축제							새벽	71	38	0
2019-01-16	제천얼음축제							야간	50	10	0
2019-01-16	제천얼음축제							오전	167	63	0
2019-01-16	제천얼음축제							오후	331	220	0
2019-01-16	제천얼음축제							저녁	181	91	0
2019-01-16	제천얼음축제							점심	332	182	0
2019-01-17	제천얼음축제	남자	10대	22	7						
2019-01-17	제천얼음축제	남자	10대이하	4	0						
2019-01-17	제천얼음축제	남자	20대	152	69						
2019-01-17	제천얼음축제	남자	30대	88	30						
2019-01-17	제천얼음축제	남자	40대	89	83						
2019-01-17	제천얼음축제	남자	50대	112	96						
2019-01-17	제천얼음축제	남자	60대	124	49						
2019-01-17	제천얼음축제	남자	70대이상	69	12						
2019-01-17	제천얼음축제	여자	10대	46	17						
2019-01-17	제천얼음축제	여자	10대이하	2	0						
2019-01-17	제천얼음축제	여자	20대	84	29						
2019-01-17	제천얼음축제	여자	30대	51	24						
2019-01-17	제천얼음축제	여자	40대	93	81						
2019-01-17	제천얼음축제	여자	50대	155	70						
2019-01-17	제천얼음축제	여자	60대	132	96						
2019-01-17	제천얼음축제	여자	70대이상	12	11						
2019-01-17	제천얼음축제							새벽	61	21	0
2019-01-17	제천얼음축제							야간	72	36	0
2019-01-17	제천얼음축제							오전	182	69	0
2019-01-17	제천얼음축제							오후	386	222	0
2019-01-17	제천얼음축제							저녁	184	95	0
2019-01-17	제천얼음축제							점심	350	231	0
2019-01-18	제천얼음축제	남자	10대	34	18						
2019-01-18	제천얼음축제	남자	20대	151	138						
2019-01-18	제천얼음축제	남자	30대	121	68						
2019-01-18	제천얼음축제	남자	40대	53	98						
2019-01-18	제천얼음축제	남자	50대	103	142						
2019-01-18	제천얼음축제	남자	60대	188	80						
2019-01-18	제천얼음축제	남자	70대이상	56	28						
2019-01-18	제천얼음축제	여자	10대	34	36						
2019-01-18	제천얼음축제	여자	10대이하	4	4						
2019-01-18	제천얼음축제	여자	20대	91	70						
2019-01-18	제천얼음축제	여자	30대	60	50						
2019-01-18	제천얼음축제	여자	40대	127	50						
2019-01-18	제천얼음축제	여자	50대	144	76						
2019-01-18	제천얼음축제	여자	60대	99	102						
2019-01-18	제천얼음축제	여자	70대이상	12	22						
2019-01-18	제천얼음축제							새벽	71	50	0
2019-01-18	제천얼음축제							야간	48	46	0
2019-01-18	제천얼음축제							오전	203	80	0
2019-01-18	제천얼음축제							오후	374	426	0
2019-01-18	제천얼음축제							저녁	187	90	0
2019-01-18	제천얼음축제							점심	394	290	0
2019-01-19	제천얼음축제	남자	10대	45	55						
2019-01-19	제천얼음축제	남자	10대이하	0	22						
2019-01-19	제천얼음축제	남자	20대	170	273						
2019-01-19	제천얼음축제	남자	30대	157	211						
2019-01-19	제천얼음축제	남자	40대	148	195						
2019-01-19	제천얼음축제	남자	50대	189	289						
2019-01-19	제천얼음축제	남자	60대	230	104						
2019-01-19	제천얼음축제	남자	70대이상	88	25						
2019-01-19	제천얼음축제	여자	10대	72	53						
2019-01-19	제천얼음축제	여자	10대이하	7	11						
2019-01-19	제천얼음축제	여자	20대	113	221						
2019-01-19	제천얼음축제	여자	30대	156	239						
2019-01-19	제천얼음축제	여자	40대	228	205						
2019-01-19	제천얼음축제	여자	50대	185	329						
2019-01-19	제천얼음축제	여자	60대	216	133						
2019-01-19	제천얼음축제	여자	70대이상	47	27						
2019-01-19	제천얼음축제					중국	3				
2019-01-19	제천얼음축제							새벽	71	28	0
2019-01-19	제천얼음축제							야간	87	77	3
2019-01-19	제천얼음축제							오전	221	79	0
2019-01-19	제천얼음축제							오후	921	1263	0
2019-01-19	제천얼음축제							저녁	211	244	0
2019-01-19	제천얼음축제							점심	540	701	0
2019-01-20	제천얼음축제	남자	10대	49	51						
2019-01-20	제천얼음축제	남자	10대이하	5	9						
2019-01-20	제천얼음축제	남자	20대	178	195						
2019-01-20	제천얼음축제	남자	30대	181	146						
2019-01-20	제천얼음축제	남자	40대	184	212						
2019-01-20	제천얼음축제	남자	50대	202	221						
2019-01-20	제천얼음축제	남자	60대	196	129						
2019-01-20	제천얼음축제	남자	70대이상	76	13						
2019-01-20	제천얼음축제	여자	10대	84	55						
2019-01-20	제천얼음축제	여자	10대이하	8	20						
2019-01-20	제천얼음축제	여자	20대	107	174						
2019-01-20	제천얼음축제	여자	30대	212	179						
2019-01-20	제천얼음축제	여자	40대	209	188						
2019-01-20	제천얼음축제	여자	50대	239	258						
2019-01-20	제천얼음축제	여자	60대	152	213						
2019-01-20	제천얼음축제	여자	70대이상	28	24						
2019-01-20	제천얼음축제					일본	4				
2019-01-20	제천얼음축제							새벽	98	87	0
2019-01-20	제천얼음축제							야간	39	13	0
2019-01-20	제천얼음축제							오전	289	213	0
2019-01-20	제천얼음축제							오후	945	929	0
2019-01-20	제천얼음축제							저녁	174	129	0
2019-01-20	제천얼음축제							점심	565	716	4
2019-01-21	제천얼음축제	남자	10대	17	10						
2019-01-21	제천얼음축제	남자	10대이하	2	0						
2019-01-21	제천얼음축제	남자	20대	136	72						
2019-01-21	제천얼음축제	남자	30대	100	27						
2019-01-21	제천얼음축제	남자	40대	50	83						
2019-01-21	제천얼음축제	남자	50대	114	60						
2019-01-21	제천얼음축제	남자	60대	110	41						
2019-01-21	제천얼음축제	남자	70대이상	48	10						
2019-01-21	제천얼음축제	여자	10대	47	2						
2019-01-21	제천얼음축제	여자	20대	86	45						
2019-01-21	제천얼음축제	여자	30대	46	57						
2019-01-21	제천얼음축제	여자	40대	94	33						
2019-01-21	제천얼음축제	여자	50대	123	64						
2019-01-21	제천얼음축제	여자	60대	103	92						
2019-01-21	제천얼음축제	여자	70대이상	7	10						
2019-01-21	제천얼음축제							새벽	65	12	0
2019-01-21	제천얼음축제							야간	66	24	0
2019-01-21	제천얼음축제							오전	152	58	0
2019-01-21	제천얼음축제							오후	381	199	0
2019-01-21	제천얼음축제							저녁	130	94	0
2019-01-21	제천얼음축제							점심	289	219	0
2019-01-22	제천얼음축제	남자	10대	23	33						
2019-01-22	제천얼음축제	남자	10대이하	0	4						
2019-01-22	제천얼음축제	남자	20대	127	132						
2019-01-22	제천얼음축제	남자	30대	104	99						
2019-01-22	제천얼음축제	남자	40대	86	59						
2019-01-22	제천얼음축제	남자	50대	126	112						
2019-01-22	제천얼음축제	남자	60대	152	58						
2019-01-22	제천얼음축제	남자	70대이상	63	26						
2019-01-22	제천얼음축제	여자	10대	39	9						
2019-01-22	제천얼음축제	여자	20대	51	54						
2019-01-22	제천얼음축제	여자	30대	65	34						
2019-01-22	제천얼음축제	여자	40대	133	67						
2019-01-22	제천얼음축제	여자	50대	154	71						
2019-01-22	제천얼음축제	여자	60대	145	99						
2019-01-22	제천얼음축제	여자	70대이상	28	13						
2019-01-22	제천얼음축제							새벽	61	29	0
2019-01-22	제천얼음축제							야간	57	16	0
2019-01-22	제천얼음축제							오전	182	60	0
2019-01-22	제천얼음축제							오후	400	404	0
2019-01-22	제천얼음축제							저녁	165	94	0
2019-01-22	제천얼음축제							점심	431	267	0
2019-01-23	제천얼음축제	남자	10대	9	12						
2019-01-23	제천얼음축제	남자	20대	135	94						
2019-01-23	제천얼음축제	남자	30대	114	34						
2019-01-23	제천얼음축제	남자	40대	83	64						
2019-01-23	제천얼음축제	남자	50대	119	76						
2019-01-23	제천얼음축제	남자	60대	124	46						
2019-01-23	제천얼음축제	남자	70대이상	76	8						
2019-01-23	제천얼음축제	여자	10대	34	16						
2019-01-23	제천얼음축제	여자	10대이하	0	2						
2019-01-23	제천얼음축제	여자	20대	69	56						
2019-01-23	제천얼음축제	여자	30대	64	36						
2019-01-23	제천얼음축제	여자	40대	124	48						
2019-01-23	제천얼음축제	여자	50대	153	128						
2019-01-23	제천얼음축제	여자	60대	127	96						
2019-01-23	제천얼음축제	여자	70대이상	16	4						
2019-01-23	제천얼음축제							새벽	59	14	0
2019-01-23	제천얼음축제							야간	59	30	0
2019-01-23	제천얼음축제							오전	180	52	0
2019-01-23	제천얼음축제							오후	375	304	0
2019-01-23	제천얼음축제							저녁	193	78	0
2019-01-23	제천얼음축제							점심	381	242	0
2019-01-24	제천얼음축제	남자	10대	21	24						
2019-01-24	제천얼음축제	남자	10대이하	2	0						
2019-01-24	제천얼음축제	남자	20대	131	77						
2019-01-24	제천얼음축제	남자	30대	119	60						
2019-01-24	제천얼음축제	남자	40대	93	110						
2019-01-24	제천얼음축제	남자	50대	174	101						
2019-01-24	제천얼음축제	남자	60대	194	116						
2019-01-24	제천얼음축제	남자	70대이상	81	6						
2019-01-24	제천얼음축제	여자	10대	16	6						
2019-01-24	제천얼음축제	여자	10대이하	7	0						
2019-01-24	제천얼음축제	여자	20대	103	70						
2019-01-24	제천얼음축제	여자	30대	80	16						
2019-01-24	제천얼음축제	여자	40대	124	90						
2019-01-24	제천얼음축제	여자	50대	268	107						
2019-01-24	제천얼음축제	여자	60대	124	68						
2019-01-24	제천얼음축제	여자	70대이상	46	20						
2019-01-24	제천얼음축제					중국	3				
2019-01-24	제천얼음축제							새벽	74	14	0
2019-01-24	제천얼음축제							야간	67	46	0
2019-01-24	제천얼음축제							오전	216	63	0
2019-01-24	제천얼음축제							오후	573	359	0
2019-01-24	제천얼음축제							저녁	253	151	0
2019-01-24	제천얼음축제							점심	400	238	3
2019-01-25	제천얼음축제	남자	10대	50	33						
2019-01-25	제천얼음축제	남자	10대이하	9	3						
2019-01-25	제천얼음축제	남자	20대	263	137						
2019-01-25	제천얼음축제	남자	30대	214	101						
2019-01-25	제천얼음축제	남자	40대	201	143						
2019-01-25	제천얼음축제	남자	50대	381	146						
2019-01-25	제천얼음축제	남자	60대	366	141						
2019-01-25	제천얼음축제	남자	70대이상	130	25						
2019-01-25	제천얼음축제	여자	10대	31	52						
2019-01-25	제천얼음축제	여자	10대이하	14	12						
2019-01-25	제천얼음축제	여자	20대	135	151						
2019-01-25	제천얼음축제	여자	30대	171	144						
2019-01-25	제천얼음축제	여자	40대	261	113						
2019-01-25	제천얼음축제	여자	50대	465	131						
2019-01-25	제천얼음축제	여자	60대	354	134						
2019-01-25	제천얼음축제	여자	70대이상	74	71						
2019-01-25	제천얼음축제					중국	3				
2019-01-25	제천얼음축제							새벽	68	35	0
2019-01-25	제천얼음축제							야간	100	42	0
2019-01-25	제천얼음축제							오전	727	182	0
2019-01-25	제천얼음축제							오후	766	545	0
2019-01-25	제천얼음축제							저녁	420	150	0
2019-01-25	제천얼음축제							점심	1038	583	3
2019-01-26	제천얼음축제	남자	10대	68	139						
2019-01-26	제천얼음축제	남자	10대이하	32	36						
2019-01-26	제천얼음축제	남자	20대	289	337						
2019-01-26	제천얼음축제	남자	30대	393	477						
2019-01-26	제천얼음축제	남자	40대	360	613						
2019-01-26	제천얼음축제	남자	50대	301	408						
2019-01-26	제천얼음축제	남자	60대	357	315						
2019-01-26	제천얼음축제	남자	70대이상	121	74						
2019-01-26	제천얼음축제	여자	10대	80	180						
2019-01-26	제천얼음축제	여자	10대이하	25	77						
2019-01-26	제천얼음축제	여자	20대	218	402						
2019-01-26	제천얼음축제	여자	30대	431	712						
2019-01-26	제천얼음축제	여자	40대	365	448						
2019-01-26	제천얼음축제	여자	50대	523	511						
2019-01-26	제천얼음축제	여자	60대	281	217						
2019-01-26	제천얼음축제	여자	70대이상	91	101						
2019-01-26	제천얼음축제							새벽	62	36	0
2019-01-26	제천얼음축제							야간	94	129	0
2019-01-26	제천얼음축제							오전	406	303	0
2019-01-26	제천얼음축제							오후	1718	2444	0
2019-01-26	제천얼음축제							저녁	547	603	0
2019-01-26	제천얼음축제							점심	1108	1532	0
2019-01-27	제천얼음축제	남자	10대	156	204						
2019-01-27	제천얼음축제	남자	10대이하	32	52						
2019-01-27	제천얼음축제	남자	20대	287	253						
2019-01-27	제천얼음축제	남자	30대	482	519						
2019-01-27	제천얼음축제	남자	40대	388	658						
2019-01-27	제천얼음축제	남자	50대	575	611						
2019-01-27	제천얼음축제	남자	60대	469	327						
2019-01-27	제천얼음축제	남자	70대이상	145	80						
2019-01-27	제천얼음축제	여자	10대	153	141						
2019-01-27	제천얼음축제	여자	10대이하	17	58						
2019-01-27	제천얼음축제	여자	20대	204	292						
2019-01-27	제천얼음축제	여자	30대	457	681						
2019-01-27	제천얼음축제	여자	40대	461	556						
2019-01-27	제천얼음축제	여자	50대	632	441						
2019-01-27	제천얼음축제	여자	60대	416	269						
2019-01-27	제천얼음축제	여자	70대이상	90	59						
2019-01-27	제천얼음축제							새벽	39	76	0
2019-01-27	제천얼음축제							야간	80	43	0
2019-01-27	제천얼음축제							오전	774	539	0
2019-01-27	제천얼음축제							오후	2237	2161	0
2019-01-27	제천얼음축제							저녁	455	291	0
2019-01-27	제천얼음축제							점심	1379	2091	0
2019-01-28	제천얼음축제	남자	10대	44	32						
2019-01-28	제천얼음축제	남자	10대이하	7	5						
2019-01-28	제천얼음축제	남자	20대	217	93						
2019-01-28	제천얼음축제	남자	30대	111	111						
2019-01-28	제천얼음축제	남자	40대	131	93						
2019-01-28	제천얼음축제	남자	50대	164	151						
2019-01-28	제천얼음축제	남자	60대	151	84						
2019-01-28	제천얼음축제	남자	70대이상	94	13						
2019-01-28	제천얼음축제	여자	10대	53	17						
2019-01-28	제천얼음축제	여자	10대이하	9	18						
2019-01-28	제천얼음축제	여자	20대	105	88						
2019-01-28	제천얼음축제	여자	30대	128	155						
2019-01-28	제천얼음축제	여자	40대	169	142						
2019-01-28	제천얼음축제	여자	50대	155	119						
2019-01-28	제천얼음축제	여자	60대	155	101						
2019-01-28	제천얼음축제	여자	70대이상	40	16						
2019-01-28	제천얼음축제							새벽	51	40	0
2019-01-28	제천얼음축제							야간	75	35	0
2019-01-28	제천얼음축제							오전	216	59	0
